WinMargin,average,linreg,naive,extr,ranfor,xgb,nn,lstm,tpot
6.0,5.0,0,0,1,1,0,1,0,0
16.0,3.0,0,0,0,0,1,0,0,0
16.0,12.8,0,0,1,1,1,1,0,0
3.0,-2.5,0,0,1,1,1,1,1,0
8.0,-4.1,1,0,1,1,1,1,1,1
7.0,3.0,0,0,0,0,0,1,0,0
-7.0,12.0,1,1,0,0,1,0,0,1
-1.9999999999999996,7.0,1,1,1,1,1,0,0,1
8.0,-0.7999999999999998,0,0,1,1,1,1,1,0
26.0,10.7,1,0,0,0,0,1,1,0
-2.9999999999999996,3.0,1,1,1,1,0,0,1,1
6.0,10.5,1,1,1,1,1,0,1,1
18.0,-3.0,0,0,0,0,0,1,1,0
-11.0,-5.3,1,1,0,1,0,1,1,1
9.0,7.0,0,0,0,0,1,1,1,0
20.0,-11.099999999999998,1,0,0,1,1,1,1,1
-3.9999999999999996,-6.099999999999999,1,0,1,1,1,1,1,1
-14.000000000000002,-3.2,1,1,1,0,0,0,0,1
-10.0,-2.2,1,1,1,1,0,0,0,1
-13.000000000000002,7.1,1,1,1,1,0,0,0,0
-0.9999999999999996,2.1,1,1,1,1,0,1,1,1
3.0,1.0,0,0,0,0,1,0,1,0
-24.0,4.3,0,1,1,1,0,0,0,0
17.0,4.0,0,0,0,0,1,1,1,0
15.0,3.0,0,0,1,0,1,1,1,0
-0.9999999999999996,-12.0,0,0,1,1,1,0,1,0
20.0,4.2,0,0,0,0,1,1,0,1
2.0,6.0,1,1,0,0,0,1,1,1
17.0,3.0,0,0,0,0,0,0,1,0
26.0,3.0,0,0,0,0,0,1,1,0
-5.0,-2.0,1,1,0,0,0,1,0,1
-5.0,7.0,1,1,0,0,0,0,0,1
-16.0,6.9,1,1,0,0,0,0,0,1
11.0,2.5,0,0,0,0,0,0,1,0
-6.0,0.8999999999999999,1,1,0,0,0,0,0,1
11.0,4.0,0,0,1,0,1,0,1,0
32.0,6.4,0,0,0,0,1,1,0,0
32.0,8.1,0,0,0,0,0,0,0,0
-25.0,-4.6,1,1,0,0,0,1,1,1
10.0,16.2,1,1,0,0,1,1,1,1
22.0,2.7,0,0,0,1,1,0,0,0
12.0,5.1,0,0,0,0,0,1,0,1
-8.0,0.7000000000000002,1,1,1,1,1,0,1,1
1.0,3.4,1,1,1,1,0,1,1,1
3.0,8.0,1,1,1,1,0,1,1,1
9.0,-4.0,0,0,0,0,1,0,0,0
-11.999999999999998,4.1,1,1,1,1,0,1,1,0
-3.9999999999999996,7.1,1,1,1,1,0,1,1,1
8.0,6.0,0,0,0,0,0,0,0,0
14.0,8.0,0,0,0,0,0,0,0,0
21.0,18.0,0,0,1,1,1,1,1,0
8.0,3.0,0,0,0,0,0,1,0,0
-10.0,3.2,0,1,0,0,0,0,1,0
25.0,0.7999999999999998,1,0,0,0,1,0,1,0
7.0,11.0,1,1,1,1,0,0,1,1
-16.0,2.2,1,1,0,1,0,1,1,1
31.0,10.9,0,0,0,0,1,1,1,0
-1.9999999999999996,8.3,1,1,1,1,1,0,0,1
6.0,3.0,0,0,0,0,1,0,0,0
7.0,-4.1,0,0,1,1,1,0,0,0
-10.0,5.0,1,1,1,1,1,1,1,1
-24.0,-6.500000000000001,1,1,0,0,0,0,0,0
-2.9999999999999996,0.7999999999999998,0,1,0,0,0,0,0,1
-6.0,5.0,1,1,1,1,1,1,1,1
28.0,4.6,0,0,0,0,1,1,1,0
4.0,-5.000000000000001,0,0,0,0,1,1,1,0
10.0,8.8,0,0,0,1,1,1,1,0
-1.9999999999999996,-4.8999999999999995,1,0,1,1,1,1,1,1
2.0,7.0,1,1,0,1,1,1,1,1
-13.000000000000002,-4.5,1,1,0,1,0,1,1,1
-1.9999999999999996,-0.10000000000000009,1,1,0,0,1,0,1,1
-11.0,-7.099999999999999,0,1,0,0,0,0,0,1
-11.0,-1.0,1,1,0,0,0,1,0,1
11.0,7.0,0,0,1,0,1,1,1,0
10.0,2.6,0,0,0,0,1,0,1,0
-6.0,-1.0,1,1,0,0,0,1,0,1
11.0,10.0,0,0,1,1,1,1,1,0
-11.0,5.0,1,1,1,1,0,1,0,1
-6.0,-1.2000000000000002,0,1,1,1,1,0,0,0
-18.0,5.0,1,1,0,1,1,1,0,1
21.0,14.8,0,0,0,0,0,1,1,0
-27.000000000000004,-0.2999999999999998,0,1,0,1,1,1,0,0
-14.000000000000002,-5.000000000000001,1,1,1,1,0,1,0,1
7.0,7.1,1,1,1,0,0,0,0,0
7.0,7.0,1,1,0,1,1,0,0,1
26.0,0.2999999999999998,0,0,1,1,0,1,1,0
13.0,16.1,1,1,1,1,0,0,0,1
-1.9999999999999996,9.1,1,1,0,0,0,1,0,0
16.0,-1.0,0,0,0,0,0,1,1,0
16.0,4.0,0,0,0,0,0,1,0,0
4.0,11.0,1,1,0,1,1,0,1,1
1.0,-3.1000000000000005,0,0,1,1,1,0,1,0
27.0,11.0,0,0,0,0,1,1,0,0
32.0,16.0,0,0,1,1,1,0,1,0
-6.0,6.0,1,1,1,1,0,1,1,1
19.0,8.0,0,0,0,0,1,1,0,0
7.0,7.0,1,1,1,1,1,1,1,1
-7.0,-1.0,1,1,1,1,0,1,1,1
4.0,6.0,1,1,1,1,1,1,1,1
-25.0,4.0,1,1,1,1,0,0,1,1
-2.9999999999999996,-6.3,0,0,0,0,1,0,1,0
7.0,6.0,0,0,0,1,1,0,0,0
-6.0,-6.000000000000001,0,0,1,0,1,1,0,0
7.0,5.0,0,0,0,0,0,1,1,0
3.0,1.4,0,0,1,1,1,1,1,0
10.0,2.9,1,0,0,0,1,0,1,0
2.0,2.0,1,1,0,0,0,1,1,1
-3.9999999999999996,12.2,1,1,0,0,0,0,1,1
7.0,-7.000000000000001,0,0,0,0,0,0,0,0
-5.0,-5.2,1,0,1,0,1,1,1,0
16.0,4.0,0,0,0,0,1,0,0,0
7.0,7.0,1,1,1,1,1,1,1,1
23.0,4.0,0,0,0,0,0,0,0,0
17.0,5.0,0,0,0,0,0,1,1,0
-8.0,2.5,1,1,0,0,1,0,0,1
24.0,11.400000000000002,0,0,0,0,1,1,0,0
7.0,5.0,0,0,0,0,0,0,0,0
4.0,2.0,0,0,1,0,1,1,1,0
-16.0,-8.099999999999998,0,1,1,1,0,1,1,1
23.0,8.2,0,0,1,1,1,1,0,0
-9.0,-7.099999999999999,0,1,1,0,0,1,0,0
12.0,0.0,1,0,0,0,1,0,1,1
-20.0,4.0,1,1,1,1,0,1,1,1
-6.0,-8.099999999999998,1,0,0,1,1,1,1,1
-1.9999999999999996,-3.1000000000000005,1,0,0,0,1,1,1,0
19.0,9.2,0,0,1,1,1,0,0,0
-16.0,-3.3999999999999986,1,1,0,0,0,0,0,1
7.0,8.0,1,1,0,0,0,0,0,1
5.0,-1.7999999999999998,1,0,1,1,1,1,1,1
-2.9999999999999996,4.2,1,1,1,1,1,1,1,1
22.0,-1.0,0,0,0,0,1,0,0,0
15.0,-1.7999999999999998,0,0,1,1,1,0,0,0
9.0,6.1,0,0,1,1,1,0,1,1
8.0,7.0,0,0,1,0,1,0,0,0
-2.9999999999999996,-9.0,0,0,1,0,1,1,1,1
-1.9999999999999996,1.9,1,1,0,0,0,0,1,1
3.0,-3.3000000000000007,1,0,0,0,1,0,1,1
-20.0,-4.0,1,1,0,1,1,1,0,0
-3.9999999999999996,9.0,1,1,1,0,0,1,0,1
10.0,-4.0,0,0,1,1,1,1,1,0
14.0,3.4,0,0,0,0,1,0,1,0
-8.0,2.0,1,1,0,0,0,1,0,1
8.0,9.0,1,1,1,0,1,1,1,1
-37.0,-14.2,0,1,1,0,0,1,1,0
-15.000000000000002,5.0,1,1,1,0,0,1,1,1
7.0,-4.0,0,0,0,0,1,0,0,0
-6.0,-1.3999999999999995,1,1,1,1,0,1,1,1
-2.9999999999999996,-2.1000000000000005,1,1,1,1,0,0,1,1
5.0,7.0,1,1,1,1,0,0,1,1
5.0,13.100000000000001,1,1,1,1,0,0,1,1
4.0,6.6,1,1,1,1,0,0,1,1
3.0,-1.1000000000000005,0,0,0,0,1,1,1,0
-18.0,8.0,1,1,1,1,1,0,1,1
4.0,1.1,0,0,1,1,1,1,0,0
2.0,-3.1000000000000005,1,0,1,1,0,1,1,0
-19.0,-7.000000000000001,1,1,1,1,0,1,0,1
-5.0,4.0,1,1,1,1,0,1,1,1
21.0,-2.0,0,0,0,0,1,0,0,0
15.0,1.9,0,0,1,1,0,0,0,0
-11.0,-0.7999999999999998,1,1,0,1,0,0,0,1
12.0,11.0,0,0,1,1,0,1,1,0
25.0,7.7,0,0,0,0,1,1,0,0
-20.0,-10.0,1,1,0,0,0,1,0,1
23.0,4.3,0,0,0,0,0,0,0,0
43.0,18.0,0,0,1,1,1,0,1,0
-13.000000000000002,4.0,1,1,1,1,0,0,1,1
-5.0,-5.000000000000001,0,0,0,0,1,0,0,0
-5.0,-6.000000000000001,0,0,1,0,1,1,0,0
15.0,3.7,0,0,0,0,0,1,1,0
-24.0,-13.899999999999999,0,1,1,1,0,0,1,0
27.0,3.0,0,0,0,1,1,1,1,0
-2.9999999999999996,-2.0,1,1,0,0,0,1,1,1
-16.0,-9.0,1,1,1,1,0,1,1,1
2.0,-1.6000000000000005,0,0,1,1,1,1,1,1
21.0,5.3,0,0,1,1,1,1,1,0
-6.0,-3.0,1,1,1,1,0,1,0,1
-13.000000000000002,-3.0,1,1,1,1,0,1,0,1
-13.000000000000002,-2.0,1,1,0,1,0,1,1,1
38.0,13.0,0,0,1,1,1,1,1,0
-6.0,-3.6000000000000005,1,1,1,1,0,0,0,0
-9.0,4.9,1,1,1,1,0,0,1,1
11.0,-6.2,0,0,0,0,1,0,1,0
-2.9999999999999996,-2.1000000000000005,1,1,0,0,1,0,0,1
-11.999999999999998,-5.599999999999999,1,1,0,0,1,0,0,0
5.0,5.0,1,1,0,0,0,0,0,1
-2.9999999999999996,-1.0,1,1,0,0,0,0,0,1
13.0,12.3,0,0,1,0,0,1,1,1
18.0,3.9,1,0,0,0,1,0,1,1
10.0,-5.000000000000001,0,0,1,1,1,1,1,0
-3.9999999999999996,-11.0,0,0,0,0,1,0,0,0
15.0,-5.599999999999999,1,0,1,0,1,0,1,1
-16.0,-1.2000000000000002,0,1,1,1,0,1,0,0
21.0,-11.400000000000002,1,0,0,0,1,0,0,1
-17.0,-5.000000000000001,1,1,0,0,0,1,0,1
-8.0,1.4,1,1,1,0,1,0,0,1
-6.0,2.1,1,1,0,0,0,0,0,1
-9.0,-0.8999999999999999,1,1,1,1,1,0,0,1
-19.0,-1.8999999999999995,1,1,1,1,1,1,1,1
-8.0,-4.0,1,1,0,0,0,1,1,1
27.0,15.0,0,0,1,1,1,1,1,0
6.0,4.9,0,0,1,0,0,1,0,0
-9.0,-3.0,1,1,0,1,0,1,1,1
5.0,13.8,1,1,1,1,0,1,0,1
17.0,5.0,0,0,0,0,0,0,0,0
-11.999999999999998,12.0,1,1,0,1,0,0,1,1
19.0,-0.8999999999999999,0,0,0,0,1,1,1,0
17.0,-7.099999999999999,1,0,0,0,1,1,1,0
5.0,-10.7,0,0,0,0,1,0,1,1
-23.0,3.3,1,1,1,1,0,1,1,1
2.0,-3.8,0,0,0,1,0,0,1,0
22.0,7.0,0,0,0,1,1,0,0,0
-6.0,10.1,1,1,0,0,1,0,0,1
15.0,13.0,0,0,0,0,1,0,1,0
-1.9999999999999996,3.4,1,1,0,0,0,1,1,1
-8.0,6.0,1,1,0,1,0,0,1,1
11.0,5.0,0,0,0,1,1,0,0,0
-7.0,6.0,1,1,1,1,0,1,1,1
-7.0,-8.599999999999998,0,0,0,1,1,0,1,0
-0.9999999999999996,6.6,1,1,1,1,0,0,1,1
-5.0,11.0,1,1,0,1,0,0,0,1
1.0,-3.9000000000000004,0,0,0,0,1,0,0,0
-19.0,3.3,1,1,1,1,0,0,1,1
10.0,11.900000000000002,1,1,0,0,0,0,1,1
-18.0,-5.099999999999999,1,1,0,0,1,1,0,1
5.0,6.0,1,1,1,0,0,0,0,1
-17.0,0.7000000000000002,1,1,0,0,0,1,1,1
2.0,9.0,1,1,0,1,0,0,0,1
-36.0,1.0,1,1,0,0,0,1,0,1
6.0,-1.5,1,0,1,1,1,1,1,0
4.0,-2.0,0,0,0,0,1,1,0,0
-18.0,3.2,1,1,1,1,0,1,0,1
-18.0,-4.0,1,1,0,0,0,0,0,1
33.0,9.7,0,0,0,0,0,1,1,0
-0.9999999999999996,-9.599999999999998,0,0,0,0,1,0,0,0
25.0,-3.1000000000000005,0,0,1,1,1,1,1,0
3.0,2.0,0,0,1,0,0,1,1,0
44.0,8.0,0,0,1,1,1,1,1,0
-5.0,5.6,1,1,1,0,0,1,1,1
7.0,7.0,1,1,0,0,0,1,0,1
29.0,16.2,0,0,0,0,1,1,1,0
7.0,5.9,0,0,0,0,1,0,0,0
9.0,9.8,0,1,1,1,0,1,0,1
9.0,6.0,0,0,0,0,0,1,1,0
-6.0,7.0,1,1,1,1,0,1,1,1
-9.0,11.0,1,1,1,1,1,0,0,1
8.0,1.1,0,0,1,1,1,1,1,1
-2.9999999999999996,4.0,1,1,0,1,1,1,1,1
-0.9999999999999996,-6.000000000000001,0,0,1,0,1,0,1,0
1.0,5.0,1,1,0,0,0,0,1,1
-8.0,-3.2,1,1,1,0,0,0,1,1
-6.0,-4.1,1,1,0,0,0,0,1,1
-1.9999999999999996,3.8,1,1,1,1,1,0,1,1
-5.0,-6.000000000000001,0,0,1,1,1,0,0,0
-3.9999999999999996,1.7,0,1,1,1,0,0,1,1
-1.9999999999999996,4.0,1,1,0,1,0,0,0,1
36.0,15.0,0,0,1,1,1,0,1,0
-8.0,-3.2,1,1,0,0,0,1,1,1
11.0,5.0,0,0,0,0,0,0,0,0
-8.0,2.8,1,1,0,0,0,0,1,1
7.0,6.8,0,0,0,0,1,1,0,0
5.0,7.0,1,1,1,1,0,1,1,1
-11.0,0.8999999999999999,1,1,1,1,0,0,1,1
-14.000000000000002,-4.1,1,1,0,1,1,0,1,1
-29.999999999999996,-1.1000000000000005,1,1,0,0,0,1,1,1
5.0,-4.0,0,0,0,0,0,0,0,0
-31.999999999999996,-8.0,1,1,0,0,0,0,0,1
8.0,9.0,1,1,1,1,0,0,1,1
-30.999999999999996,-3.0,1,1,0,0,0,0,1,1
8.0,1.2,0,0,1,1,1,1,1,0
-15.000000000000002,-4.0,1,1,0,0,0,1,1,1
10.0,5.0,0,0,0,0,1,0,0,0
39.0,13.0,0,0,0,0,0,0,1,0
-17.0,-4.1,1,1,0,0,0,0,1,1
4.0,-3.1000000000000005,0,0,0,0,1,1,1,0
2.0,-2.0,0,0,0,0,0,0,1,0
-11.0,6.0,1,1,0,0,0,0,1,1
7.0,5.1,0,0,0,0,1,0,0,0
14.0,9.0,0,0,0,0,1,0,0,0
-7.0,-11.099999999999998,0,0,0,0,1,0,0,0
-3.9999999999999996,1.1,1,1,1,0,0,0,0,1
-7.0,1.9,1,1,0,0,0,0,0,1
-2.9999999999999996,5.0,1,1,1,1,0,1,1,1
21.0,6.1,0,0,0,1,1,0,0,0
8.0,-3.3000000000000007,0,0,1,1,1,1,0,0
29.999999999999996,11.900000000000002,0,0,0,0,1,1,1,0
-3.9999999999999996,3.0,1,1,0,0,0,1,0,1
-27.000000000000004,-3.0,1,1,0,1,0,1,1,1
-2.9999999999999996,-1.2999999999999998,0,1,0,0,0,1,0,0
-8.0,-2.0,1,1,0,0,0,1,1,1
7.0,-0.7000000000000006,0,0,1,1,1,1,1,0
20.0,5.8,0,0,0,0,0,1,1,0
29.0,15.599999999999998,0,0,1,0,1,0,1,0
22.0,12.100000000000001,0,0,1,1,1,1,1,0
28.0,15.0,0,0,1,1,1,0,1,0
21.0,-13.0,0,0,0,0,1,0,0,0
5.0,9.1,1,1,0,0,0,1,0,1
11.0,7.4,0,0,1,1,0,1,0,0
5.0,4.0,0,0,0,0,0,0,0,0
3.0,3.0,1,1,1,1,0,1,0,1
-6.0,-2.1000000000000005,0,1,1,1,0,1,0,1
-0.9999999999999996,2.0,1,1,0,0,1,0,1,1
-18.0,12.0,1,1,0,0,0,0,1,1
-8.0,-10.0,0,0,0,0,1,0,0,0
1.0,10.0,1,1,1,1,1,0,0,1
20.0,-2.0,0,0,0,0,1,0,0,0
22.0,8.0,0,0,0,0,0,1,0,0
24.0,8.3,0,0,0,0,0,0,0,0
4.0,13.100000000000001,1,1,1,1,1,0,0,1
11.0,-1.0,0,0,0,0,1,1,0,0
16.0,-1.0,0,0,1,1,1,1,0,0
2.0,-1.7999999999999998,0,0,1,1,1,1,0,0
19.0,2.0,0,0,1,1,1,0,0,0
-3.9999999999999996,-11.0,0,0,1,0,1,1,1,0
17.0,14.2,0,0,1,0,1,0,1,0
-5.0,5.4,1,1,1,1,0,0,1,1
-11.0,8.0,1,1,1,1,0,0,1,1
33.99999999999999,13.0,0,0,0,0,0,0,1,0
-5.0,-8.0,0,0,0,0,1,0,0,0
-9.0,-7.8,1,1,1,1,0,1,1,1
-10.0,-5.3,1,1,0,0,0,0,1,1
20.0,7.0,0,0,1,1,0,0,1,0
8.0,7.0,0,0,0,0,0,0,0,0
7.0,5.9,0,0,0,0,1,1,0,0
3.0,-2.0,0,0,1,1,1,1,1,0
10.0,-1.0,0,0,0,0,0,1,0,0
6.0,-1.0,0,0,1,1,1,1,0,0
13.0,17.0,1,1,1,1,0,1,0,1
11.0,-0.2999999999999998,0,0,1,1,1,1,1,1
7.0,2.4,0,0,1,1,1,0,0,0
-15.000000000000002,-8.0,1,1,1,1,0,1,0,1
12.0,2.3,0,0,1,1,1,1,0,0
7.0,6.8,0,0,0,0,0,0,0,0
-3.9999999999999996,4.8,1,1,0,0,1,0,0,1
14.0,-1.0,0,0,1,1,1,1,1,0
-3.9999999999999996,-7.500000000000001,0,0,1,0,1,0,1,0
-26.0,5.2,1,1,1,1,1,0,0,1
-11.0,0.7999999999999998,1,1,1,0,0,0,1,1
3.0,11.0,1,1,1,1,0,0,0,1
8.0,6.0,0,0,1,1,1,0,0,0
22.0,11.8,0,0,1,1,0,0,1,0
-3.9999999999999996,6.2,1,1,0,1,0,0,0,1
-15.000000000000002,4.0,1,1,1,1,0,1,1,1
-8.0,2.0,1,1,0,0,0,1,0,1
13.0,6.0,0,0,0,0,1,0,0,0
11.0,15.0,1,1,0,0,1,1,0,1
-1.9999999999999996,-2.1000000000000005,0,0,0,1,0,1,0,0
13.0,4.0,0,0,0,0,1,0,0,0
45.0,14.0,0,0,1,1,0,1,1,0
-29.999999999999996,-5.3,1,1,1,1,1,1,1,1
20.0,-0.7999999999999998,0,0,0,0,0,1,0,0
-10.0,-4.0,1,1,0,0,0,0,0,1
13.0,12.0,0,0,1,1,0,1,1,0
7.0,-5.000000000000001,0,0,0,0,1,0,1,0
1.0,1.0,1,1,1,1,1,0,1,1
-9.0,-1.1000000000000005,1,1,0,0,0,0,1,1
31.0,2.1,0,0,1,1,1,1,0,0
7.0,6.0,0,0,0,0,1,0,0,0
-1.9999999999999996,3.0,1,1,1,1,0,0,1,1
2.0,5.0,1,1,0,1,0,0,1,1
10.0,8.0,0,0,0,0,1,1,0,0
17.0,7.9,0,0,0,0,1,1,1,0
-6.0,-3.0,1,1,0,0,0,0,0,1
-6.0,3.2,1,1,0,0,0,0,1,1
-2.9999999999999996,-1.7000000000000002,1,1,1,1,0,1,1,1
-1.9999999999999996,0.8999999999999999,0,1,1,1,1,0,0,1
29.999999999999996,12.2,0,0,1,1,1,1,1,0
12.0,15.0,1,1,0,0,0,1,0,1
-15.000000000000002,-3.0,1,1,0,0,1,1,1,1
4.0,8.2,1,1,1,1,1,0,1,1
7.0,4.0,0,0,1,0,1,1,0,0
5.0,-1.0,0,0,0,0,0,1,0,0
-11.999999999999998,5.9,1,1,1,1,0,1,1,1
-10.0,4.0,1,1,1,1,0,0,1,1
11.0,6.2,0,0,0,0,1,1,1,0
-14.000000000000002,-6.099999999999999,1,1,1,0,0,1,0,1
-0.9999999999999996,6.0,1,1,0,0,0,0,1,1
-8.0,4.0,1,1,1,1,0,0,1,1
-11.0,-1.5,1,1,1,1,1,1,1,1
-0.9999999999999996,8.0,1,1,1,1,1,0,0,1
5.0,-2.0,0,0,0,1,1,1,1,0
8.0,5.9,0,0,0,0,0,0,0,0
-16.0,-13.099999999999998,1,1,1,1,0,0,0,1
11.0,4.0,0,0,0,0,1,1,0,0
-7.0,-1.0,1,1,0,0,0,0,0,1
-5.0,5.0,1,1,1,1,1,0,0,1
-20.0,-1.7999999999999998,1,1,0,0,0,0,0,1
-1.9999999999999996,3.6,1,1,1,1,0,1,0,1
20.0,16.1,0,0,0,0,0,0,1,0
12.0,4.0,0,0,0,0,1,1,0,0
-6.0,-7.2,0,0,0,1,1,0,0,0
4.0,4.6,1,1,1,1,0,1,1,1
19.0,4.0,0,0,0,0,0,0,0,0
-6.0,-0.2999999999999998,1,1,0,0,0,0,0,0
7.0,5.9,0,0,0,0,0,0,0,0
27.0,3.0,0,0,1,1,1,0,0,0
-3.9999999999999996,4.8,1,1,1,1,1,1,1,1
-0.9999999999999996,5.8,1,1,0,0,0,1,1,1
6.0,-3.1000000000000005,0,0,0,0,1,1,1,0
12.0,3.9,1,0,0,0,1,1,1,1
-5.0,-1.8999999999999995,1,1,0,0,0,0,0,0
1.0,-3.2,0,0,0,1,1,1,1,0
19.0,8.5,0,0,1,0,1,1,1,0
9.0,-2.2,1,0,0,1,1,1,1,0
2.0,-6.3,0,0,1,1,1,1,1,0
5.0,3.0,0,0,1,1,0,1,0,0
-3.9999999999999996,-4.1,0,0,1,1,1,0,0,0
16.0,12.100000000000001,0,0,1,1,1,1,1,0
7.0,4.0,0,0,1,0,1,1,0,0
14.0,-1.7999999999999998,0,0,0,0,1,0,0,0
5.0,2.0,0,0,1,1,1,1,0,0
-3.9999999999999996,-8.0,0,0,1,1,1,0,1,0
2.0,8.4,1,1,1,1,1,0,1,1
10.0,-3.0,0,0,0,0,1,1,0,0
16.0,5.2,0,0,1,0,1,0,1,0
-1.9999999999999996,-5.099999999999999,0,0,1,1,1,1,0,0
-11.999999999999998,-4.1,1,1,0,0,1,0,0,1
-16.0,-4.7,1,1,0,0,0,1,0,1
10.0,7.0,0,0,1,1,1,0,0,0
10.0,9.1,0,0,1,1,1,1,1,0
6.0,4.0,0,0,0,1,0,1,0,0
-19.0,-4.0,1,1,0,0,0,0,1,1
2.0,9.0,1,1,1,1,1,0,1,1
4.0,5.0,1,1,1,1,1,0,1,1
21.0,11.0,0,0,1,0,1,1,1,0
2.0,4.0,1,1,1,1,0,0,1,1
4.0,-0.3999999999999999,0,0,1,0,1,0,1,1
13.0,1.8,0,0,1,1,1,1,0,0
-25.0,3.0,1,1,0,0,0,0,1,1
33.99999999999999,1.0,0,0,1,0,0,1,1,0
9.0,6.0,0,0,0,1,1,0,0,0
17.0,14.0,0,0,1,0,0,1,0,0
8.0,-8.099999999999998,0,0,0,0,0,0,0,0
6.0,6.0,1,1,1,1,0,0,1,1
-11.999999999999998,3.9,1,1,1,1,0,0,1,1
3.0,9.0,1,1,1,1,0,1,1,1
16.0,9.8,0,0,0,1,1,1,1,0
9.0,18.1,1,1,1,1,0,0,0,1
12.0,3.0,0,0,1,1,1,0,0,0
23.0,7.0,0,0,0,0,0,0,0,0
-1.9999999999999996,9.8,1,1,1,1,0,1,1,1
7.0,2.1,0,0,1,0,1,1,1,0
24.0,10.2,0,0,0,0,1,0,1,0
10.0,4.0,0,0,0,1,1,0,0,0
17.0,0.7000000000000002,0,0,0,0,1,1,0,0
5.0,11.0,1,1,0,0,0,0,1,1
-20.0,3.0,1,1,0,0,1,0,0,1
-11.999999999999998,-0.7999999999999998,1,1,0,0,0,0,1,1
7.0,12.100000000000001,1,1,0,1,1,1,0,1
-14.000000000000002,-1.7999999999999998,1,1,0,0,0,0,0,0
26.0,9.0,0,0,0,1,1,0,0,0
-6.0,6.0,0,1,0,1,1,1,0,1
-9.0,-7.8999999999999995,0,1,0,0,0,0,0,0
2.0,-5.000000000000001,1,0,1,1,1,1,1,1
-9.0,-6.000000000000001,0,1,0,0,0,0,0,0
13.0,6.0,1,0,1,0,1,1,1,1
11.0,4.1,0,0,1,0,0,0,0,1
8.0,9.0,1,1,1,1,0,1,1,1
4.0,1.4,1,0,0,0,0,0,0,1
10.0,7.1,1,0,0,0,0,0,0,1
8.0,15.100000000000001,0,1,0,0,0,0,0,0
-11.999999999999998,-6.099999999999999,0,1,1,0,0,0,1,0
-11.999999999999998,3.8,0,1,1,1,1,1,1,0
7.0,-1.0,0,0,0,0,0,1,0,1
2.0,-4.4,0,0,0,0,1,1,0,0
11.0,5.0,0,0,1,1,1,0,0,0
9.0,5.0,0,0,0,0,0,0,0,0
28.0,5.8,1,0,1,1,1,0,0,1
8.0,0.8999999999999999,1,0,0,1,0,1,0,0
-7.0,3.7,0,1,1,1,0,1,1,0
14.0,-5.000000000000001,0,0,1,1,1,0,0,1
-5.0,5.0,1,1,1,1,1,1,1,1
-19.0,-2.0,1,1,0,1,1,0,1,1
9.0,-1.1000000000000005,1,0,1,1,1,1,0,1
8.0,16.0,1,1,0,0,0,0,0,1
-11.999999999999998,3.8,0,1,0,0,0,0,1,0
11.0,2.0,0,0,0,0,1,1,1,0
-5.0,7.6,0,1,1,1,1,1,1,0
-0.9999999999999996,-3.0,1,0,1,0,0,1,0,1
12.0,10.2,1,0,1,1,0,0,0,1
2.0,7.9,0,1,1,1,0,1,0,0
9.0,6.1,1,0,0,0,0,0,0,1
-7.0,5.1,1,1,0,1,1,1,1,0
-27.999999999999996,-7.000000000000001,0,1,0,0,1,1,0,0
8.0,4.2,1,0,0,0,0,1,1,1
-5.0,1.8,0,1,0,0,1,1,1,0
1.0,5.0,1,1,0,0,1,0,1,1
-8.0,-2.1000000000000005,0,1,1,1,0,0,0,0
-7.0,-5.000000000000001,1,1,0,0,1,0,0,0
-9.0,13.400000000000002,0,1,0,0,1,0,0,0
4.0,11.0,1,1,1,1,1,0,0,1
-5.0,5.0,0,1,1,1,1,1,0,0
7.0,4.4,1,0,0,0,0,1,0,1
27.0,2.1,1,0,1,1,0,0,0,1
-8.0,-13.0,1,0,1,1,1,0,0,1
15.0,8.0,1,0,0,0,1,1,1,1
9.0,6.0,0,0,1,1,0,1,1,1
14.0,6.699999999999999,1,0,0,0,0,0,1,1
-1.9999999999999996,-4.3,0,0,1,1,1,1,1,1
17.0,10.8,1,0,0,1,1,1,1,1
5.0,-1.0,1,0,1,1,1,1,1,1
-15.000000000000002,-1.1000000000000005,0,1,0,0,0,0,0,0
-3.9999999999999996,-8.099999999999998,1,0,1,1,1,1,1,1
16.0,2.2,1,0,1,1,0,1,1,1
-7.0,-2.0,0,1,1,0,1,0,0,0
-6.0,0.5,0,1,1,0,0,0,0,0
12.0,9.0,1,0,0,0,1,1,1,1
-11.0,-11.500000000000004,1,0,1,1,0,1,1,1
-0.9999999999999996,3.1,0,1,0,0,1,0,0,0
9.0,2.1,1,0,1,1,1,1,1,1
-10.0,0.8999999999999999,0,1,1,0,1,0,0,0
2.0,11.3,1,1,1,1,1,0,0,0
8.0,-0.7999999999999998,1,0,1,1,1,1,0,1
-21.0,-2.1000000000000005,0,1,1,1,1,1,1,0
-1.9999999999999996,9.900000000000002,0,1,0,0,0,0,0,0
7.0,8.8,0,1,0,0,0,1,1,0
6.0,3.0,0,0,0,1,0,0,0,1
12.0,14.100000000000001,1,1,0,0,0,0,0,0
8.0,5.0,0,0,0,0,0,0,0,1
-20.0,-8.099999999999998,0,1,1,1,1,1,1,0
9.0,10.0,1,1,0,0,1,1,1,1
8.0,4.1,1,0,1,1,1,1,0,1
14.0,-3.0,0,0,1,1,1,1,1,0
16.0,-5.000000000000001,1,0,1,1,1,1,0,1
